Order ID,Restaurant Name,Location,State,Region,Order Time,Delivery Time,Order Month,Month Number,Day of Week,Day Number,Order Hour,Is Peak Hour,Is Weekend,Pizza Size,Pizza Type,Toppings Count,Topping Density,Pizza Complexity,Distance (km),Traffic Level,Traffic Impact,Delivery Duration (min),Estimated Duration (min),Delay (min),Is Delayed,Restaurant Avg Time,Delivery vs Restaurant Avg (min),Slower Than Restaurant Avg,Delivery Efficiency (min/km),Payment Method,Payment Category
ORD198,Little Caesars,"Houston, TX",TX,South,2024-07-13 19:15:00,2024-07-13 19:35:00,July,7,Saturday,5,19,True,True,Small,Vegan,2,0.8,2,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,Cash,Offline
ORD199,Pizza Hut,"Phoenix, AZ",AZ,West,2024-07-14 19:45:00,2024-07-14 20:10:00,July,7,Sunday,6,19,True,True,XL,Cheese Burst,5,1.111111111111111,20,4.5,High,3,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Wallet,Online
ORD200,Marco's Pizza,"Atlanta, GA",GA,South,2024-07-15 13:00:00,2024-07-15 13:20:00,July,7,Monday,0,13,False,False,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,Card,Online
ORD201,Domino's,"New York, NY",NY,Northeast,2024-07-16 18:30:00,2024-07-16 18:55:00,July,7,Tuesday,1,18,True,False,Large,Veg,3,0.6,9,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD202,Papa John's,"Los Angeles, CA",CA,West,2024-07-17 19:00:00,2024-07-17 19:30:00,July,7,Wednesday,2,19,True,False,Medium,Non-Veg,4,1.142857142857143,8,3.5,Medium,2,30,8.4,21.6,False,28.18627450980392,1.81,True,8.571428571428571,UPI,Online
ORD203,Little Caesars,"Chicago, IL",IL,Midwest,2024-07-18 20:15:00,2024-07-18 20:40:00,July,7,Thursday,3,20,True,False,Small,Vegan,2,0.5,2,4.0,Low,1,25,9.6,15.4,False,28.84422110552764,-3.84,False,6.25,Cash,Offline
ORD204,Pizza Hut,"Houston, TX",TX,South,2024-07-19 19:45:00,2024-07-19 20:10:00,July,7,Friday,4,19,True,False,XL,Cheese Burst,5,0.8333333333333334,20,6.0,High,3,25,14.4,10.6,False,29.94845360824742,-4.95,False,4.166666666666667,Wallet,Online
ORD205,Marco's Pizza,"Phoenix, AZ",AZ,West,2024-07-20 13:00:00,2024-07-20 13:25:00,July,7,Saturday,5,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,Low,1,25,7.199999999999999,17.8,False,30.28645833333333,-5.29,False,8.333333333333334,Card,Online
ORD206,Domino's,"Miami, FL",FL,South,2024-07-21 18:30:00,2024-07-21 18:55:00,July,7,Sunday,6,18,True,True,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,UPI,Online
ORD207,Papa John's,"Denver, CO",CO,West,2024-07-22 20:15:00,2024-07-22 20:40:00,July,7,Monday,0,20,True,False,Small,Vegan,2,0.8,2,2.5,Medium,2,25,6.0,19.0,False,28.18627450980392,-3.19,False,10.0,Cash,Offline
ORD208,Little Caesars,"Boston, MA",MA,Northeast,2024-07-23 18:30:00,2024-07-23 18:50:00,July,7,Tuesday,1,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD209,Pizza Hut,"Dallas, TX",TX,South,2024-07-24 19:45:00,2024-07-24 20:10:00,July,7,Wednesday,2,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,High,3,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,Card,Online
ORD210,Marco's Pizza,"Seattle, WA",WA,West,2024-07-25 13:00:00,2024-07-25 13:20:00,July,7,Thursday,3,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,UPI,Online
ORD211,Domino's,"Denver, CO",CO,West,2024-07-26 18:30:00,2024-07-26 18:50:00,July,7,Friday,4,18,True,False,Large,Veg,4,0.8888888888888888,12,4.5,Medium,2,20,10.8,9.200000000000001,False,30.25943396226415,-10.26,False,4.444444444444445,Cash,Offline
ORD212,Papa John's,"Boston, MA",MA,Northeast,2024-07-27 20:15:00,2024-07-27 20:40:00,July,7,Saturday,5,20,True,True,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Wallet,Online
ORD213,Little Caesars,"Dallas, TX",TX,South,2024-07-28 18:30:00,2024-07-28 18:50:00,July,7,Sunday,6,18,True,True,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,UPI,Online
ORD214,Pizza Hut,"Los Angeles, CA",CA,West,2024-07-29 19:45:00,2024-07-29 20:10:00,July,7,Monday,0,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD215,Marco's Pizza,"Chicago, IL",IL,Midwest,2024-07-30 13:00:00,2024-07-30 13:20:00,July,7,Tuesday,1,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Medium,2,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Wallet,Online
ORD216,Domino's,"Miami, FL",FL,South,2024-07-31 18:30:00,2024-07-31 18:50:00,July,7,Wednesday,2,18,True,False,Large,Veg,4,1.0,12,4.0,High,3,20,9.6,10.4,False,30.25943396226415,-10.26,False,5.0,Card,Online
ORD217,Papa John's,"Dallas, TX",TX,South,2024-08-01 20:00:00,2024-08-01 20:25:00,August,8,Thursday,3,20,True,False,Medium,Non-Veg,3,1.0,6,3.0,Low,1,25,7.199999999999999,17.8,False,28.18627450980392,-3.19,False,8.333333333333334,UPI,Online
ORD218,Little Caesars,"Houston, TX",TX,South,2024-08-02 19:15:00,2024-08-02 19:35:00,August,8,Friday,4,19,True,False,Small,Vegan,2,0.8,2,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,Cash,Offline
ORD219,Pizza Hut,"Phoenix, AZ",AZ,West,2024-08-03 19:45:00,2024-08-03 20:10:00,August,8,Saturday,5,19,True,True,XL,Cheese Burst,5,1.111111111111111,20,4.5,High,3,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Wallet,Online
ORD220,Marco's Pizza,"Atlanta, GA",GA,South,2024-08-04 13:00:00,2024-08-04 13:20:00,August,8,Sunday,6,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,Card,Online
ORD221,Domino's,"New York, NY",NY,Northeast,2024-08-05 18:30:00,2024-08-05 18:55:00,August,8,Monday,0,18,True,False,Large,Veg,3,0.6,9,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD222,Papa John's,"Los Angeles, CA",CA,West,2024-08-06 19:00:00,2024-08-06 19:30:00,August,8,Tuesday,1,19,True,False,Medium,Non-Veg,4,1.142857142857143,8,3.5,Medium,2,30,8.4,21.6,False,28.18627450980392,1.81,True,8.571428571428571,UPI,Online
ORD223,Little Caesars,"Chicago, IL",IL,Midwest,2024-08-07 20:15:00,2024-08-07 20:40:00,August,8,Wednesday,2,20,True,False,Small,Vegan,2,0.5,2,4.0,Low,1,25,9.6,15.4,False,28.84422110552764,-3.84,False,6.25,Cash,Offline
ORD224,Pizza Hut,"Houston, TX",TX,South,2024-08-08 19:45:00,2024-08-08 20:10:00,August,8,Thursday,3,19,True,False,XL,Cheese Burst,5,0.8333333333333334,20,6.0,High,3,25,14.4,10.6,False,29.94845360824742,-4.95,False,4.166666666666667,Wallet,Online
ORD225,Marco's Pizza,"Phoenix, AZ",AZ,West,2024-08-09 13:00:00,2024-08-09 13:25:00,August,8,Friday,4,13,False,False,Medium,Non-Veg,3,1.0,6,3.0,Low,1,25,7.199999999999999,17.8,False,30.28645833333333,-5.29,False,8.333333333333334,Card,Online
ORD226,Domino's,"Miami, FL",FL,South,2024-08-10 18:30:00,2024-08-10 18:55:00,August,8,Saturday,5,18,True,True,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,UPI,Online
ORD227,Papa John's,"Denver, CO",CO,West,2024-08-11 20:15:00,2024-08-11 20:40:00,August,8,Sunday,6,20,True,True,Small,Vegan,2,0.8,2,2.5,Medium,2,25,6.0,19.0,False,28.18627450980392,-3.19,False,10.0,Cash,Offline
ORD228,Little Caesars,"Boston, MA",MA,Northeast,2024-08-12 18:30:00,2024-08-12 18:50:00,August,8,Monday,0,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD229,Pizza Hut,"Los Angeles, CA",CA,West,2024-08-13 19:45:00,2024-08-13 20:10:00,August,8,Tuesday,1,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD230,Domino's,"New York, NY",NY,Northeast,2024-08-14 18:30:00,2024-08-14 19:05:00,August,8,Wednesday,2,18,True,False,Large,Veg,3,0.6,9,5.0,High,3,35,12.0,23.0,True,30.25943396226415,4.74,True,7.0,UPI,Online
ORD231,Papa John's,"Chicago, IL",IL,Midwest,2024-08-15 20:15:00,2024-08-15 20:40:00,August,8,Thursday,3,20,True,False,Medium,Non-Veg,4,1.142857142857143,8,3.5,Medium,2,25,8.4,16.6,False,28.18627450980392,-3.19,False,7.142857142857143,Card,Online
ORD232,Little Caesars,"Houston, TX",TX,South,2024-08-16 19:00:00,2024-08-16 19:20:00,August,8,Friday,4,19,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,28.84422110552764,-8.84,False,10.0,Wallet,Online
ORD233,Marco's Pizza,"Phoenix, AZ",AZ,West,2024-08-17 13:00:00,2024-08-17 13:30:00,August,8,Saturday,5,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,High,3,30,7.199999999999999,22.8,False,30.28645833333333,-0.29,False,10.0,UPI,Online
ORD234,Domino's,"Miami, FL",FL,South,2024-08-18 18:30:00,2024-08-18 19:10:00,August,8,Sunday,6,18,True,True,Large,Veg,4,0.8,12,5.0,High,3,40,12.0,28.0,True,30.25943396226415,9.74,True,8.0,Card,Online
ORD235,Papa John's,"Denver, CO",CO,West,2024-08-19 20:15:00,2024-08-19 20:35:00,August,8,Monday,0,20,True,False,Small,Vegan,2,0.8,2,2.5,Medium,2,20,6.0,14.0,False,28.18627450980392,-8.19,False,8.0,Cash,Offline
ORD236,Little Caesars,"Boston, MA",MA,Northeast,2024-08-20 18:30:00,2024-08-20 18:50:00,August,8,Tuesday,1,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD237,Pizza Hut,"Dallas, TX",TX,South,2024-08-21 19:45:00,2024-08-21 20:15:00,August,8,Wednesday,2,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,High,3,30,9.6,20.4,False,29.94845360824742,0.05,True,7.5,Card,Online
ORD238,Marco's Pizza,"Seattle, WA",WA,West,2024-08-22 13:00:00,2024-08-22 13:25:00,August,8,Thursday,3,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,25,8.4,16.6,False,30.28645833333333,-5.29,False,7.142857142857143,UPI,Online
ORD239,Domino's,"Denver, CO",CO,West,2024-08-23 18:30:00,2024-08-23 18:50:00,August,8,Friday,4,18,True,False,Large,Veg,4,0.8888888888888888,12,4.5,Medium,2,20,10.8,9.200000000000001,False,30.25943396226415,-10.26,False,4.444444444444445,Cash,Offline
ORD240,Papa John's,"Boston, MA",MA,Northeast,2024-08-24 20:15:00,2024-08-24 20:40:00,August,8,Saturday,5,20,True,True,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Wallet,Online
ORD241,Little Caesars,"Dallas, TX",TX,South,2024-08-25 18:30:00,2024-08-25 18:50:00,August,8,Sunday,6,18,True,True,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,UPI,Online
ORD242,Pizza Hut,"Los Angeles, CA",CA,West,2024-08-26 19:45:00,2024-08-26 20:10:00,August,8,Monday,0,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD243,Marco's Pizza,"Chicago, IL",IL,Midwest,2024-08-27 13:00:00,2024-08-27 13:20:00,August,8,Tuesday,1,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Medium,2,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Wallet,Online
ORD244,Domino's,"Miami, FL",FL,South,2024-08-28 18:30:00,2024-08-28 18:55:00,August,8,Wednesday,2,18,True,False,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD245,Papa John's,"Denver, CO",CO,West,2024-08-29 20:15:00,2024-08-29 20:40:00,August,8,Thursday,3,20,True,False,Small,Vegan,2,0.8,2,2.5,Medium,2,25,6.0,19.0,False,28.18627450980392,-3.19,False,10.0,Cash,Offline
ORD246,Little Caesars,"Boston, MA",MA,Northeast,2024-08-30 18:30:00,2024-08-30 18:50:00,August,8,Friday,4,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD247,Pizza Hut,"Dallas, TX",TX,South,2024-08-31 19:45:00,2024-08-31 20:10:00,August,8,Saturday,5,19,True,True,XL,Cheese Burst,5,1.25,20,4.0,High,3,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,Card,Online
ORD248,Marco's Pizza,"Seattle, WA",WA,West,2024-09-01 13:00:00,2024-09-01 13:20:00,September,9,Sunday,6,13,False,True,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,UPI,Online
ORD249,Domino's,"Denver, CO",CO,West,2024-09-02 18:30:00,2024-09-02 18:50:00,September,9,Monday,0,18,True,False,Large,Veg,4,0.8888888888888888,12,4.5,Medium,2,20,10.8,9.200000000000001,False,30.25943396226415,-10.26,False,4.444444444444445,Cash,Offline
ORD250,Papa John's,"Boston, MA",MA,Northeast,2024-09-03 20:15:00,2024-09-03 20:40:00,September,9,Tuesday,1,20,True,False,Small,Vegan,2,1.0,2,2.0,High,3,25,4.8,20.2,False,28.18627450980392,-3.19,False,12.5,Wallet,Online
ORD251,Little Caesars,"Dallas, TX",TX,South,2024-09-04 18:30:00,2024-09-04 18:50:00,September,9,Wednesday,2,18,True,False,Medium,Non-Veg,3,1.0,6,3.0,High,3,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,UPI,Online
ORD252,Pizza Hut,"Los Angeles, CA",CA,West,2024-09-05 19:45:00,2024-09-05 20:10:00,September,9,Thursday,3,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD253,Marco's Pizza,"Chicago, IL",IL,Midwest,2024-09-06 13:00:00,2024-09-06 13:20:00,September,9,Friday,4,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Medium,2,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Wallet,Online
ORD254,Domino's,"Miami, FL",FL,South,2024-09-07 18:30:00,2024-09-07 18:55:00,September,9,Saturday,5,18,True,True,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD255,Papa John's,"Denver, CO",CO,West,2024-09-08 20:15:00,2024-09-08 20:40:00,September,9,Sunday,6,20,True,True,Small,Vegan,2,0.8,2,2.5,Medium,2,25,6.0,19.0,False,28.18627450980392,-3.19,False,10.0,Cash,Offline
ORD256,Little Caesars,"Boston, MA",MA,Northeast,2024-09-09 18:30:00,2024-09-09 18:50:00,September,9,Monday,0,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,Wallet,Online
ORD257,Domino's,"San Francisco, CA",CA,West,2024-09-10 18:00:00,2024-09-10 18:25:00,September,9,Tuesday,1,18,True,False,Large,Veg,3,0.6,9,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Cash,Offline
ORD258,Domino's,"Austin, TX",TX,South,2024-09-11 19:15:00,2024-09-11 19:35:00,September,9,Wednesday,2,19,True,False,Medium,Non-Veg,2,0.5714285714285714,4,3.5,Medium,2,20,8.4,11.6,False,30.25943396226415,-10.26,False,5.714285714285714,Card,Online
ORD259,Domino's,"Seattle, WA",WA,West,2024-09-12 20:30:00,2024-09-12 20:50:00,September,9,Thursday,3,20,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,30.25943396226415,-10.26,False,8.0,Wallet,Online
ORD260,Domino's,"Chicago, IL",IL,Midwest,2024-09-13 18:45:00,2024-09-13 19:10:00,September,9,Friday,4,18,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,High,3,25,10.8,14.2,False,30.25943396226415,-5.26,False,5.555555555555555,UPI,Online
ORD261,Domino's,"Miami, FL",FL,South,2024-09-14 19:00:00,2024-09-14 19:20:00,September,9,Saturday,5,19,True,True,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,20,7.199999999999999,12.8,False,30.25943396226415,-10.26,False,6.666666666666667,Cash,Offline
ORD262,Domino's,"Denver, CO",CO,West,2024-09-15 20:00:00,2024-09-15 20:25:00,September,9,Sunday,6,20,True,True,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD263,Domino's,"Boston, MA",MA,Northeast,2024-09-16 18:30:00,2024-09-16 18:50:00,September,9,Monday,0,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,30.25943396226415,-10.26,False,10.0,Wallet,Online
ORD264,Domino's,"Dallas, TX",TX,South,2024-09-17 19:45:00,2024-09-17 20:10:00,September,9,Tuesday,1,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Medium,2,25,10.8,14.2,False,30.25943396226415,-5.26,False,5.555555555555555,UPI,Online
ORD265,Domino's,"Los Angeles, CA",CA,West,2024-09-18 18:00:00,2024-09-18 18:20:00,September,9,Wednesday,2,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,High,3,20,8.4,11.6,False,30.25943396226415,-10.26,False,5.714285714285714,Cash,Offline
ORD266,Domino's,"New York, NY",NY,Northeast,2024-09-19 20:15:00,2024-09-19 20:40:00,September,9,Thursday,3,20,True,False,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Card,Online
ORD267,Domino's,"San Jose, CA",CA,West,2024-09-10 18:00:00,2024-09-10 18:20:00,September,9,Tuesday,1,18,True,False,Medium,Veg,2,0.6666666666666666,4,3.0,Low,1,20,7.199999999999999,12.8,False,30.25943396226415,-10.26,False,6.666666666666667,Cash,Offline
ORD268,Papa John's,"Austin, TX",TX,South,2024-09-11 19:15:00,2024-09-11 19:45:00,September,9,Wednesday,2,19,True,False,Large,Non-Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,28.18627450980392,1.81,True,5.0,Card,Online
ORD269,Pizza Hut,"Seattle, WA",WA,West,2024-09-12 20:30:00,2024-09-12 21:10:00,September,9,Thursday,3,20,True,False,XL,Cheese Burst,5,0.625,20,8.0,High,3,40,19.2,20.8,True,29.94845360824742,10.05,True,5.0,Wallet,Online
ORD270,Little Caesars,"Chicago, IL",IL,Midwest,2024-09-13 18:45:00,2024-09-13 19:05:00,September,9,Friday,4,18,True,False,Small,Vegan,1,0.4,1,2.5,Low,1,20,6.0,14.0,False,28.84422110552764,-8.84,False,8.0,UPI,Online
ORD271,Marco's Pizza,"Miami, FL",FL,South,2024-09-14 19:00:00,2024-09-14 19:50:00,September,9,Saturday,5,19,True,True,Large,Non-Veg,4,0.4,12,10.0,High,3,50,24.0,26.0,True,30.28645833333333,19.71,True,5.0,Cash,Offline
ORD272,Domino's,"Denver, CO",CO,West,2024-09-15 20:00:00,2024-09-15 20:35:00,September,9,Sunday,6,20,True,True,Medium,Veg,3,0.5454545454545454,6,5.5,Medium,2,35,13.2,21.8,True,30.25943396226415,4.74,True,6.363636363636363,Card,Online
ORD273,Papa John's,"Boston, MA",MA,Northeast,2024-09-16 18:30:00,2024-09-16 18:50:00,September,9,Monday,0,18,True,False,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,28.18627450980392,-8.19,False,10.0,Wallet,Online
ORD274,Pizza Hut,"Dallas, TX",TX,South,2024-09-17 19:45:00,2024-09-17 20:25:00,September,9,Tuesday,1,19,True,False,XL,Cheese Burst,5,0.6666666666666666,20,7.5,High,3,40,18.0,22.0,True,29.94845360824742,10.05,True,5.333333333333333,UPI,Online
ORD275,Little Caesars,"Los Angeles, CA",CA,West,2024-09-18 18:00:00,2024-09-18 18:30:00,September,9,Wednesday,2,18,True,False,Medium,Non-Veg,3,0.75,6,4.0,Medium,2,30,9.6,20.4,False,28.84422110552764,1.16,True,7.5,Cash,Offline
ORD276,Marco's Pizza,"New York, NY",NY,Northeast,2024-09-19 20:15:00,2024-09-19 21:00:00,September,9,Thursday,3,20,True,False,Large,Veg,4,0.4444444444444444,12,9.0,High,3,45,21.6,23.4,True,30.28645833333333,14.71,True,5.0,Card,Online
ORD278,Domino's,"New York, NY",NY,Northeast,2024-09-15 18:45:00,2024-09-15 19:10:00,September,9,Sunday,6,18,True,True,Large,Veg,3,0.6,9,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Domino's Cash,Offline
ORD279,Pizza Hut,"Los Angeles, CA",CA,West,2024-09-16 20:00:00,2024-09-16 20:30:00,September,9,Monday,0,20,True,False,XL,Cheese Burst,5,0.7692307692307693,20,6.5,Medium,2,30,15.6,14.4,False,29.94845360824742,0.05,True,4.615384615384615,Card,Online
ORD280,Papa John's,"Chicago, IL",IL,Midwest,2024-09-17 19:15:00,2024-09-17 19:35:00,September,9,Tuesday,1,19,True,False,Medium,Non-Veg,4,1.0,8,4.0,Low,1,20,9.6,10.4,False,28.18627450980392,-8.19,False,5.0,UPI,Online
ORD281,Little Caesars,"Houston, TX",TX,South,2024-09-18 18:30:00,2024-09-18 19:05:00,September,9,Wednesday,2,18,True,False,Small,Vegan,2,0.2666666666666667,2,7.5,High,3,35,18.0,17.0,True,28.84422110552764,6.16,True,4.666666666666667,Wallet,Online
ORD282,Marco's Pizza,"Phoenix, AZ",AZ,West,2024-09-19 13:00:00,2024-09-19 13:20:00,September,9,Thursday,3,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Card,Online
ORD283,Domino's,"Miami, FL",FL,South,2024-09-20 18:45:00,2024-09-20 19:15:00,September,9,Friday,4,18,True,False,Large,Veg,4,0.6666666666666666,12,6.0,Medium,2,30,14.4,15.6,False,30.25943396226415,-0.26,False,5.0,Domino's Cash,Offline
ORD284,Pizza Hut,"Denver, CO",CO,West,2024-09-21 20:15:00,2024-09-21 20:40:00,September,9,Saturday,5,20,True,True,XL,Cheese Burst,5,1.0,20,5.0,Low,1,25,12.0,13.0,False,29.94845360824742,-4.95,False,5.0,UPI,Online
ORD285,Papa John's,"Boston, MA",MA,Northeast,2024-09-22 19:30:00,2024-09-22 19:55:00,September,9,Sunday,6,19,True,True,Small,Vegan,2,0.5,2,4.0,High,3,25,9.6,15.4,False,28.18627450980392,-3.19,False,6.25,Wallet,Online
ORD286,Little Caesars,"Dallas, TX",TX,South,2024-09-23 18:00:00,2024-09-23 18:20:00,September,9,Monday,0,18,True,False,Medium,Non-Veg,3,1.0,6,3.0,Medium,2,20,7.199999999999999,12.8,False,28.84422110552764,-8.84,False,6.666666666666667,Card,Online
ORD287,Marco's Pizza,"Seattle, WA",WA,West,2024-09-24 13:15:00,2024-09-24 13:45:00,September,9,Tuesday,1,13,False,False,Medium,Non-Veg,3,0.5,6,6.0,High,3,30,14.4,15.6,False,30.28645833333333,-0.29,False,5.0,UPI,Online
ORD288,Domino's,"New York, NY",NY,Northeast,2024-09-25 18:30:00,2024-09-25 19:00:00,September,9,Wednesday,2,18,True,False,Large,Veg,4,0.7272727272727273,12,5.5,High,3,30,13.2,16.8,False,30.25943396226415,-0.26,False,5.454545454545454,Domino's Cash,Offline
ORD289,Pizza Hut,"Los Angeles, CA",CA,West,2024-09-26 19:45:00,2024-09-26 20:10:00,September,9,Thursday,3,19,True,False,XL,Cheese Burst,5,1.111111111111111,20,4.5,Low,1,25,10.8,14.2,False,29.94845360824742,-4.95,False,5.555555555555555,Cash,Offline
ORD290,Papa John's,"Chicago, IL",IL,Midwest,2024-09-27 20:15:00,2024-09-27 20:40:00,September,9,Friday,4,20,True,False,Medium,Non-Veg,4,1.142857142857143,8,3.5,Medium,2,25,8.4,16.6,False,28.18627450980392,-3.19,False,7.142857142857143,Card,Online
ORD291,Little Caesars,"Houston, TX",TX,South,2024-09-28 18:30:00,2024-09-28 18:50:00,September,9,Saturday,5,18,True,True,Small,Vegan,2,1.0,2,2.0,Low,1,20,4.8,15.2,False,28.84422110552764,-8.84,False,10.0,Wallet,Online
ORD292,Marco's Pizza,"Phoenix, AZ",AZ,West,2024-09-29 13:00:00,2024-09-29 13:20:00,September,9,Sunday,6,13,False,True,Medium,Non-Veg,3,1.0,6,3.0,Low,1,20,7.199999999999999,12.8,False,30.28645833333333,-10.29,False,6.666666666666667,UPI,Online
ORD293,Domino's,"Miami, FL",FL,South,2024-09-30 18:30:00,2024-09-30 18:55:00,September,9,Monday,0,18,True,False,Large,Veg,4,0.8,12,5.0,High,3,25,12.0,13.0,False,30.25943396226415,-5.26,False,5.0,Domino's Cash,Offline
ORD294,Pizza Hut,"Denver, CO",CO,West,2024-10-01 19:45:00,2024-10-01 20:10:00,October,10,Tuesday,1,19,True,False,XL,Cheese Burst,5,1.25,20,4.0,High,3,25,9.6,15.4,False,29.94845360824742,-4.95,False,6.25,Card,Online
ORD295,Papa John's,"Boston, MA",MA,Northeast,2024-10-02 20:15:00,2024-10-02 20:40:00,October,10,Wednesday,2,20,True,False,Small,Vegan,2,0.8,2,2.5,Medium,2,25,6.0,19.0,False,28.18627450980392,-3.19,False,10.0,Wallet,Online
ORD296,Little Caesars,"Dallas, TX",TX,South,2024-10-03 18:30:00,2024-10-03 18:50:00,October,10,Thursday,3,18,True,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,28.84422110552764,-8.84,False,5.714285714285714,UPI,Online
ORD297,Marco's Pizza,"Seattle, WA",WA,West,2024-10-04 13:00:00,2024-10-04 13:20:00,October,10,Friday,4,13,False,False,Medium,Non-Veg,3,0.8571428571428571,6,3.5,Low,1,20,8.4,11.6,False,30.28645833333333,-10.29,False,5.714285714285714,Card,Online
